is_sensitive,data
1,"username:afzal, password:dancer, email:afzal@web.de, phone no:9721600714"
1,"username:ag, password:monica, email:ag@yandex.ru, phone no:9223864759"
1,"username:agace, password:richard, email:agace@ymail.com, phone no:4284670238"
1,"username:agata, password:112233, email:agata@libero.it, phone no:523248249"
1,"username:agatha, password:princess1, email:agatha@outlook.com, phone no:4187787820"
1,"username:agathe, password:555555, email:agathe@uol.com.br, phone no:5237913083"
1,"username:agenia, password:diamond, email:agenia@bol.com.br, phone no:7279397548"
1,"username:aggi, password:carolina, email:aggi@mail.ru, phone no:2521441943"
1,"username:aggie, password:steven, email:aggie@cox.net, phone no:840823539"
1,"username:aggy, password:rangers, email:aggy@hotmail.it, phone no:6475474393"
1,"username:agna, password:louise, email:agna@sbcglobal.net, phone no:6501975766"
1,"username:agnella, password:orange, email:agnella@sfr.fr, phone no:7976186240"
1,"username:agnes, password:789456, email:agnes@live.fr, phone no:4262063370"
1,"username:agnese, password:999999, email:agnese@verizon.net, phone no:7493196092"
1,"username:agnesse, password:shorty, email:agnesse@live.co.uk, phone no:3408775511"
1,"username:agneta, password:11111, email:agneta@googlemail.com, phone no:2445794258"
1,"username:agnola, password:nathan, email:agnola@yahoo.es, phone no:4563265641"
1,"username:agretha, password:snoopy, email:agretha@ig.com.br, phone no:7706946798"
1,"username:ahmad, password:gabriel, email:ahmad@live.nl, phone no:6932404336"
1,"username:ahmed, password:hunter, email:ahmed@bigpond.com, phone no:7091377241"
1,"username:ahmet, password:cherry, email:ahmet@terra.com.br, phone no:2038309161"
1,"username:aida, password:killer, email:aida@yahoo.it, phone no:5362448902"
1,"username:aidan, password:sandra, email:aidan@neuf.fr, phone no:5094948799"
1,"username:aideen, password:alejandro, email:aideen@yahoo.de, phone no:8283806046"
1,"username:aiden, password:buster, email:aiden@alice.it, phone no:7354265118"
1,"username:aigneis, password:george, email:aigneis@rocketmail.com, phone no:2761014209"
1,"username:aila, password:brittany, email:aila@att.net, phone no:2217270644"
1,"username:aile, password:alejandra, email:aile@laposte.net, phone no:898109090"
1,"username:ailee, password:patricia, email:ailee@facebook.com, phone no:3430128818"
1,"username:aileen, password:rachel, email:aileen@bellsouth.net, phone no:9668529345"
1,"username:ailene, password:tequiero, email:ailene@yahoo.in, phone no:2196339664"
1,"username:ailey, password:7777777, email:ailey@hotmail.es, phone no:738659504"
1,"username:aili, password:cheese, email:aili@charter.net, phone no:1262660226"
1,"username:ailina, password:159753, email:ailina@yahoo.ca, phone no:6108571227"
1,"username:ailis, password:arsenal, email:ailis@yahoo.com.au, phone no:8196787176"
1,"username:ailsa, password:dolphin, email:ailsa@rambler.ru, phone no:9940133969"
1,"username:ailsun, password:antonio, email:ailsun@hotmail.de, phone no:1814884677"
1,"username:ailyn, password:heather, email:ailyn@tiscali.it, phone no:2511666514"
1,"username:aime, password:david, email:aime@shaw.ca, phone no:9684964673"
1,"username:aimee, password:ginger, email:aimee@yahoo.co.jp, phone no:7370445132"
1,"username:aimil, password:stephanie, email:aimil@sky.com, phone no:5160694903"
1,"username:aindrea, password:peanut, email:aindrea@earthlink.net, phone no:2806352490"
1,"username:aine, password:blink182, email:aine@optonline.net, phone no:8285173603"
1,"username:ainslee, password:sweetie, email:ainslee@freenet.de, phone no:9886506663"
1,"username:ainsleigh, password:222222, email:ainsleigh@t-online.de, phone no:1392951646"
1,"username:ainsley, password:beauty, email:ainsley@aliceadsl.fr, phone no:9692542028"
1,"username:ainslie, password:987654, email:ainslie@virgilio.it, phone no:8090649162"
1,"username:air, password:victoria, email:air@home.nl, phone no:4903430154"
1,"username:aisha, password:honey, email:aisha@qq.com, phone no:6901256203"
1,"username:aisling, password:00000, email:aisling@telenet.be, phone no:4189048059"
1,"username:aislinn, password:fernando, email:aislinn@me.com, phone no:1854108916"
1,"username:aislynn, password:pokemon, email:aislynn@yahoo.com.ar, phone no:3117806035"
1,"username:ajay, password:maggie, email:ajay@tiscali.co.uk, phone no:1186280049"
1,"username:ajit, password:corazon, email:ajit@yahoo.com.mx, phone no:2657965492"
1,"username:ajmal, password:chicken, email:ajmal@voila.fr, phone no:909817957"
1,"username:ajoy, password:pepper, email:ajoy@gmx.net, phone no:9747582751"
1,"username:akemi, password:cristina, email:akemi@mail.com, phone no:657617356"
1,"username:akihiko, password:rainbow, email:akihiko@planet.nl, phone no:2391585299"
1,"username:akin, password:kisses, email:akin@tin.it, phone no:3045491779"
1,"username:akio, password:manuel, email:akio@live.it, phone no:8596079033"
1,"username:akira, password:myspace, email:akira@ntlworld.com, phone no:9166458028"
1,"username:akram, password:rebelde, email:akram@arcor.de, phone no:4362725545"
1,"username:akshay, password:angel1, email:akshay@yahoo.co.id, phone no:4862721950"
1,"username:al, password:ricardo, email:al@frontiernet.net, phone no:7597549526"
1,"username:aladin, password:babygurl, email:aladin@hetnet.nl, phone no:4486156937"
1,"username:alain, password:heaven, email:alain@live.com.au, phone no:5838195956"
1,"username:alaina, password:55555, email:alaina@yahoo.com.sg, phone no:7748075627"
1,"username:alaine, password:baseball, email:alaine@zonnet.nl, phone no:5064874577"
1,"username:alameda, password:martin, email:alameda@club-internet.fr, phone no:3076471467"
1,"username:alan, password:greenday, email:alan@juno.com, phone no:3266239077"
1,"username:alana, password:november, email:alana@optusnet.com.au, phone no:1392410457"
1,"username:alanah, password:alyssa, email:alanah@blueyonder.co.uk, phone no:9913437069"
1,"username:alane, password:madison, email:alane@bluewin.ch, phone no:7631563832"
1,"username:alanis, password:mother, email:alanis@skynet.be, phone no:1320006342"
1,"username:alanna, password:123321, email:alanna@sympatico.ca, phone no:1161415136"
1,"username:alannah, password:123abc, email:alannah@windstream.net, phone no:9035916236"
1,"username:alaric, password:mahalkita, email:alaric@mac.com, phone no:2702979593"
1,"username:alasdair, password:batman, email:alasdair@centurytel.net, phone no:515166319"
1,"username:alaska, password:september, email:alaska@chello.nl, phone no:8599711079"
1,"username:alastair, password:december, email:alastair@live.ca, phone no:2401455742"
1,"username:alayah, password:morgan, email:alayah@aim.com, phone no:7959256717"
1,"username:alayna, password:mariposa, email:alayna@bigpond.net.au, phone no:6070598211"
1,"username:alayne, password:maria, email:alayne@gmail.com, phone no:9714553400"
1,"username:alb, password:gabriela, email:alb@yahoo.com, phone no:3007530476"
1,"username:alba, password:iloveyou2, email:alba@hotmail.com, phone no:4173780649"
1,"username:albany, password:bailey, email:albany@aol.com, phone no:3413139785"
1,"username:albert, password:jeremy, email:albert@hotmail.co.uk, phone no:9283287763"
1,"username:alberta, password:pamela, email:alberta@hotmail.fr, phone no:2950603744"
1,"username:albertina, password:kimberly, email:albertina@msn.com, phone no:9843339000"
1,"username:albertine, password:gemini, email:albertine@yahoo.fr, phone no:794095585"
1,"username:alberto, password:shannon, email:alberto@wanadoo.fr, phone no:2658715625"
1,"username:albie, password:pictures, email:albie@orange.fr, phone no:2557671777"
1,"username:albina, password:asshole, email:albina@comcast.net, phone no:2378380279"
1,"username:albrecht, password:sophie, email:albrecht@yahoo.co.uk, phone no:1618462852"
1,"username:albus, password:jessie, email:albus@yahoo.com.br, phone no:7621224115"
1,"username:alden, password:hellokitty, email:alden@yahoo.co.in, phone no:1237072468"
1,"username:aldo, password:claudia, email:aldo@live.com, phone no:3717126958"
1,"username:aldric, password:babygirl1, email:aldric@rediffmail.com, phone no:4903576253"
1,"username:aldrich, password:angelica, email:aldrich@free.fr, phone no:750656509"
1,"username:aldrin, password:austin, email:aldrin@gmx.de, phone no:1094202913"
1,"username:aleah, password:mahalko, email:aleah@web.de, phone no:189451004"
1,"username:alec, password:victor, email:alec@yandex.ru, phone no:9711743894"
1,"username:alecia, password:horses, email:alecia@ymail.com, phone no:4199864421"
1,"username:aled, password:tiffany, email:aled@libero.it, phone no:8693294235"
1,"username:aleda, password:mariana, email:aleda@outlook.com, phone no:7070913033"
1,"username:aleece, password:eduardo, email:aleece@uol.com.br, phone no:6428544217"
1,"username:aleen, password:andres, email:aleen@bol.com.br, phone no:9911008361"
1,"username:aleisha, password:courtney, email:aleisha@mail.ru, phone no:7602357468"
1,"username:alejandra, password:booboo, email:alejandra@cox.net, phone no:9125257995"
1,"username:alejandrina, password:kissme, email:alejandrina@hotmail.it, phone no:6060808449"
1,"username:alejandro, password:harley, email:alejandro@sbcglobal.net, phone no:8548874966"
1,"username:alen, password:ronaldo, email:alen@sfr.fr, phone no:5882794947"
1,"username:alena, password:iloveyou1, email:alena@live.fr, phone no:9578922753"
1,"username:alene, password:precious, email:alene@verizon.net, phone no:8787174159"
1,"username:alesandro, password:october, email:alesandro@live.co.uk, phone no:3043137579"
1,"username:alese, password:inuyasha, email:alese@googlemail.com, phone no:9888948051"
1,"username:alessandra, password:peaches, email:alessandra@yahoo.es, phone no:5823145333"
1,"username:alessia, password:veronica, email:alessia@ig.com.br, phone no:7839670375"
1,"username:aleta, password:chris, email:aleta@live.nl, phone no:7799541063"
1,"username:alethea, password:888888, email:alethea@bigpond.com, phone no:1871165818"
1,"username:alev, password:adriana, email:alev@terra.com.br, phone no:144413760"
1,"username:alex, password:cutie, email:alex@yahoo.it, phone no:3459238738"
1,"username:alexa, password:james, email:alexa@neuf.fr, phone no:9504128314"
1,"username:alexander, password:banana, email:alexander@yahoo.de, phone no:9630660069"
1,"username:alexandra, password:prince, email:alexandra@alice.it, phone no:4703828646"
1,"username:alexandria, password:friend, email:alexandria@rocketmail.com, phone no:638347665"
1,"username:alexandrina, password:jesus1, email:alexandrina@att.net, phone no:1439403541"
1,"username:alexandru, password:crystal, email:alexandru@laposte.net, phone no:5416733768"
1,"username:alexi, password:celtic, email:alexi@facebook.com, phone no:8058837284"
1,"username:alexia, password:zxcvbnm, email:alexia@bellsouth.net, phone no:8102920651"
1,"username:alexina, password:edward, email:alexina@yahoo.in, phone no:1771349619"
1,"username:alexine, password:oliver, email:alexine@hotmail.es, phone no:2920127626"
1,"username:alexis, password:diana, email:alexis@charter.net, phone no:8027482335"
1,"username:alexus, password:samsung, email:alexus@yahoo.ca, phone no:5897449996"
1,"username:alf, password:freedom, email:alf@yahoo.com.au, phone no:2695750901"
1,"username:alfi, password:angelo, email:alfi@rambler.ru, phone no:4313354355"
1,"username:alfie, password:kenneth, email:alfie@hotmail.de, phone no:5073656586"
1,"username:alfons, password:master, email:alfons@tiscali.it, phone no:5805371708"
1,"username:alfonse, password:scooby, email:alfonse@shaw.ca, phone no:9318851470"
1,"username:alfonso, password:carmen, email:alfonso@yahoo.co.jp, phone no:5097792292"
1,"username:alfonzo, password:456789, email:alfonzo@sky.com, phone no:4618543107"
1,"username:alfred, password:sebastian, email:alfred@earthlink.net, phone no:5939992050"
1,"username:alfreda, password:rebecca, email:alfreda@optonline.net, phone no:3673642468"
1,"username:alfredo, password:jackie, email:alfredo@freenet.de, phone no:2071663295"
1,"username:alfy, password:spiderman, email:alfy@t-online.de, phone no:4361052742"
1,"username:ali, password:christopher, email:ali@aliceadsl.fr, phone no:9658152191"
1,"username:alia, password:karina, email:alia@virgilio.it, phone no:5701540588"
1,"username:aliana, password:johnny, email:aliana@home.nl, phone no:2143214387"
1,"username:alica, password:hotmail, email:alica@qq.com, phone no:6098212502"
1,"username:alice, password:0123456789, email:alice@telenet.be, phone no:2434090540"
1,"username:alicea, password:school, email:alicea@me.com, phone no:3871209711"
1,"username:alicia, password:barcelona, email:alicia@yahoo.com.ar, phone no:1758718791"
1,"username:alida, password:august, email:alida@tiscali.co.uk, phone no:1514664916"
1,"username:alidia, password:orlando, email:alidia@yahoo.com.mx, phone no:4602352242"
1,"username:alie, password:samuel, email:alie@voila.fr, phone no:5507001445"
1,"username:alika, password:cameron, email:alika@gmx.net, phone no:9735300754"
1,"username:alikee, password:slipknot, email:alikee@mail.com, phone no:247014484"
1,"username:alina, password:cutiepie, email:alina@planet.nl, phone no:3958112707"
1,"username:aline, password:monkey1, email:aline@tin.it, phone no:5019976253"
1,"username:alis, password:50cent, email:alis@live.it, phone no:9908593807"
1,"username:alisa, password:bonita, email:alisa@ntlworld.com, phone no:2294406987"
1,"username:alisha, password:kevin, email:alisha@arcor.de, phone no:1772217190"
1,"username:alison, password:bitch, email:alison@yahoo.co.id, phone no:4419057519"
1,"username:alissa, password:maganda, email:alissa@frontiernet.net, phone no:7579316924"
1,"username:alistair, password:babyboy, email:alistair@hetnet.nl, phone no:5836305554"
1,"username:alisun, password:casper, email:alisun@live.com.au, phone no:4787649676"
1,"username:alivia, password:brenda, email:alivia@yahoo.com.sg, phone no:4643327524"
1,"username:alix, password:adidas, email:alix@zonnet.nl, phone no:4805391414"
1,"username:aliyah, password:kitten, email:aliyah@club-internet.fr, phone no:4372466811"
1,"username:aliza, password:karen, email:aliza@juno.com, phone no:9925874271"
1,"username:alize, password:mustang, email:alize@optusnet.com.au, phone no:1722549830"
1,"username:alka, password:isabel, email:alka@blueyonder.co.uk, phone no:9119350556"
1,"username:alkarim, password:natalie, email:alkarim@bluewin.ch, phone no:618612948"
1,"username:alla, password:cuteako, email:alla@skynet.be, phone no:8604027844"
1,"username:allan, password:javier, email:allan@sympatico.ca, phone no:1836834533"
1,"username:alleen, password:789456123, email:alleen@windstream.net, phone no:1196861002"
1,"username:allegra, password:123654, email:allegra@mac.com, phone no:1801548127"
1,"username:allen, password:sarah, email:allen@centurytel.net, phone no:8740946047"
1,"username:allene, password:bowwow, email:allene@chello.nl, phone no:8208550935"
1,"username:alli, password:portugal, email:alli@live.ca, phone no:2158376555"
1,"username:allianora, password:laura, email:allianora@aim.com, phone no:9092230944"
1,"username:allie, password:777777, email:allie@bigpond.net.au, phone no:2049009384"
1,"username:allina, password:marvin, email:allina@gmail.com, phone no:4811897796"
1,"username:allis, password:denise, email:allis@yahoo.com, phone no:9645539937"
1,"username:allisan, password:tigers, email:allisan@hotmail.com, phone no:6390895498"
1,"username:allison, password:volleyball, email:allison@aol.com, phone no:1253178474"
1,"username:allissa, password:jasper, email:allissa@hotmail.co.uk, phone no:8120976902"
1,"username:allister, password:rockstar, email:allister@hotmail.fr, phone no:6891700351"
1,"username:allix, password:january, email:allix@msn.com, phone no:7054381952"
1,"username:allsun, password:fuckoff, email:allsun@yahoo.fr, phone no:9598919427"
1,"username:allx, password:alicia, email:allx@wanadoo.fr, phone no:1787714367"
1,"username:ally, password:nicholas, email:ally@orange.fr, phone no:5314876459"
1,"username:allyce, password:flowers, email:allyce@comcast.net, phone no:2401294357"
1,"username:allyn, password:cristian, email:allyn@yahoo.co.uk, phone no:8287954997"
1,"username:allys, password:tintin, email:allys@yahoo.com.br, phone no:3517980739"
1,"username:allyson, password:bianca, email:allyson@yahoo.co.in, phone no:3297785993"
1,"username:alma, password:chrisbrown, email:alma@live.com, phone no:9411935184"
1,"username:almeda, password:chester, email:almeda@rediffmail.com, phone no:7351888689"
1,"username:almeria, password:101010, email:almeria@free.fr, phone no:4586157751"
1,"username:almerinda, password:smokey, email:almerinda@gmx.de, phone no:1278423080"
1,"username:almeta, password:silver, email:almeta@web.de, phone no:2615185980"
1,"username:almira, password:internet, email:almira@yandex.ru, phone no:8090424692"
1,"username:almire, password:sweet, email:almire@ymail.com, phone no:2795607519"
1,"username:alnoor, password:strawberry, email:alnoor@libero.it, phone no:4347208532"
1,"username:alois, password:garfield, email:alois@outlook.com, phone no:7623684803"
1,"username:aloise, password:dennis, email:aloise@uol.com.br, phone no:8937428355"
1,"username:aloisia, password:panget, email:aloisia@bol.com.br, phone no:5778982742"
1,"username:alok, password:francis, email:alok@mail.ru, phone no:8267023835"
1,"username:alondra, password:cassie, email:alondra@cox.net, phone no:586093889"
1,"username:alonzo, password:benfica, email:alonzo@hotmail.it, phone no:8320053931"
1,"username:alora, password:love123, email:alora@sbcglobal.net, phone no:1336077639"
1,"username:aloysia, password:696969, email:aloysia@sfr.fr, phone no:1713883385"
1,"username:aloysius, password:asdfgh, email:aloysius@live.fr, phone no:1699001547"
1,"username:alp, password:lollipop, email:alp@verizon.net, phone no:6408433330"
1,"username:alparslan, password:olivia, email:alparslan@live.co.uk, phone no:1615033195"
1,"username:alphen, password:cancer, email:alphen@googlemail.com, phone no:7931825265"
1,"username:alphonso, password:camila, email:alphonso@yahoo.es, phone no:1416490606"
1,"username:alpine, password:qwertyuiop, email:alpine@ig.com.br, phone no:1747170373"
1,"username:alstine, password:superstar, email:alstine@live.nl, phone no:7601947964"
1,"username:alta, password:harrypotter, email:alta@bigpond.com, phone no:5868755734"
1,"username:altay, password:ihateyou, email:altay@terra.com.br, phone no:2761659384"
1,"username:althea, password:charles, email:althea@yahoo.it, phone no:715745495"
1,"username:alton, password:monique, email:alton@neuf.fr, phone no:4515538549"
1,"username:alvaro, password:midnight, email:alvaro@yahoo.de, phone no:4696654115"
1,"username:alvera, password:vincent, email:alvera@alice.it, phone no:9555302182"
1,"username:alverta, password:christine, email:alverta@rocketmail.com, phone no:3150333823"
1,"username:alvin, password:apples, email:alvin@att.net, phone no:2613335854"
1,"username:alvina, password:scorpio, email:alvina@laposte.net, phone no:1758686674"
1,"username:alvinia, password:jordan23, email:alvinia@facebook.com, phone no:5284170736"
1,"username:alvira, password:lorena, email:alvira@bellsouth.net, phone no:4967043750"
1,"username:alwyn, password:andreea, email:alwyn@yahoo.in, phone no:5175463545"
1,"username:aly, password:mercedes, email:aly@hotmail.es, phone no:6014304634"
1,"username:alya, password:katherine, email:alya@charter.net, phone no:9567274932"
1,"username:alyce, password:charmed, email:alyce@yahoo.ca, phone no:6428276762"
1,"username:alycia, password:abigail, email:alycia@yahoo.com.au, phone no:5935140079"
1,"username:alyda, password:rafael, email:alyda@rambler.ru, phone no:534240890"
1,"username:alys, password:icecream, email:alys@hotmail.de, phone no:2561028900"
1,"username:alysa, password:mexico, email:alysa@tiscali.it, phone no:507958943"
1,"username:alyse, password:brianna, email:alyse@shaw.ca, phone no:9568702247"
1,"username:alyshialynn, password:nirvana, email:alyshialynn@yahoo.co.jp, phone no:938034395"
1,"username:alysia, password:aaliyah, email:alysia@sky.com, phone no:8286300917"
1,"username:alyson, password:pookie, email:alyson@earthlink.net, phone no:2794358509"
1,"username:alyss, password:johncena, email:alyss@optonline.net, phone no:8065761276"
1,"username:alyssa, password:lovelove, email:alyssa@freenet.de, phone no:1164089539"
1,"username:alysse, password:fucker, email:alysse@t-online.de, phone no:7902967990"
1,"username:alyssia, password:abcdef, email:alyssia@aliceadsl.fr, phone no:4094574472"
1,"username:amabel, password:benjamin, email:amabel@virgilio.it, phone no:9584035397"
1,"username:amabelle, password:131313, email:amabelle@home.nl, phone no:9281963334"
1,"username:amalea, password:gangsta, email:amalea@qq.com, phone no:3624170192"
1,"username:amalee, password:brooke, email:amalee@telenet.be, phone no:5032280848"
1,"username:amaleta, password:333333, email:amaleta@me.com, phone no:6563043275"
1,"username:amalia, password:hiphop, email:amalia@yahoo.com.ar, phone no:543745913"
1,"username:amalie, password:aaaaaa, email:amalie@tiscali.co.uk, phone no:3207152719"
1,"username:amalita, password:mybaby, email:amalita@yahoo.com.mx, phone no:5177734597"
